2290	8345
2290	8318
2290	8966
2290	8342
2290	8327
2290	8314
2290	8302
2290	8683
2290	8337
2290	8308
2290	8946
2290	8941
2290	8336
2290	8332
2290	8930
2290	1167
2290	10963
2290	10970
2290	2074
2290	8313
2290	8940
2290	8311
2290	8338
2290	3160
2290	8990
2290	1312
2290	2461
2290	4832
2290	8179
2290	4441
2290	9004
2290	8312
2290	7525
2290	8326
2290	8932
2290	9007
2290	8317
2290	8309
2290	8307
2290	8991
2290	8330
2290	8321
2290	8305
2290	4552
2290	8944
2290	8956
2290	10774
2290	7980
2290	1553
2290	8334
2290	8335
2290	8331
2290	8892
2290	8324
2290	8344
2290	8325
2290	8999
2290	9011
2290	8972
2290	8341
2290	8301
2290	10323
2290	703
2290	8343
2290	8303
2290	8320
2290	711
2290	7979
2290	8329
2290	9787
2290	8948
2290	2454
2290	8333
2290	8306
2290	8339
2290	8319
2290	9026
2290	9012
2290	8340
2290	8994
2290	8987
2290	8929
2290	8315
2290	716
2290	8322
2290	710
2290	8927
2290	405
2290	2286
2290	8310
2290	10324
2290	4330
2290	8304
2290	522
2290	7986
2290	8939
2290	712
2290	707
2290	8316
2290	8970
2290	9473
2290	643
2290	715
2290	9027
2290	8328
2290	10968
2290	705
2290	714
2290	717
2290	9789
2290	8943
2290	706
2290	2488
2290	3161
2290	719
2290	720
2290	704
2290	10047
2290	9793
2290	9544
2290	709
2290	10325
2290	5561
2290	713
2290	718
2290	2455
2290	708
2290	5251
2290	8889
1041	8345
1041	8318
1041	8342
1041	8327
1041	8314
1041	10016
1041	1328
1041	8302
1041	8337
1041	8308
1041	8336
1041	8332
1041	3066
1041	10993
1041	10963
1041	10397
1041	10970
1041	8706
1041	1327
1041	8313
1041	10714
1041	8180
1041	8311
1041	8338
1041	5673
1041	1036
1041	4910
1041	7595
1041	1323
1041	2900
1041	8817
1041	8818
1041	4750
1041	1320
1041	2272
1041	3284
1041	2978
1041	8819
1041	429
1041	1040
1041	8312
1041	1330
1041	5585
1041	1838
1041	937
1041	5682
1041	8326
1041	4577
1041	4904
1041	1504
1041	9007
1041	991
1041	8317
1041	6547
1041	5605
1041	8361
1041	8309
1041	2650
1041	2142
1041	8307
1041	1505
1041	2332
1041	8330
1041	3477
1041	8321
1041	10567
1041	8305
1041	8528
1041	10594
1041	6637
1041	8334
1041	4748
1041	10987
1041	8335
1041	8331
1041	1322
