2290	5251
1041	5682
3401	4228
6819	6824
2018	7342
8962	8977
8962	8978
2581	8791
9087	10887
8204	8448
3418	8369
11620	12017
8962	8966
8962	8968
8962	8969
8962	8970
8962	8972
8962	8973
8345	10963
677	11427
837	841
837	842
510	7456
6819	6821
5148	10136
3007	5672
6816	7737
3007	5673
6261	6276
2215	7524
837	838
3007	5675
3007	5676
6323	9679
6323	9680
6819	6823
7431	9082
7431	9083
5176	5718
9280	10873
8061	9941
6819	6822
866	8714
4242	11750
4242	11751
4963	5348
732	1652
7431	9084
4031	11180
2449	8806
2956	9024
4031	11177
6573	10583
8318	8328
4031	11178
8318	8329
8318	8330
1895	4842
8318	8331
241	8428
4031	11179
8318	8332
4308	11231
4308	11232
5647	7915
5806	10770
4308	11233
8966	9763
1685	1915
5806	10774
5806	10775
6819	6820
11579	11685
54	10775
5399	5505
5399	5506
10460	10720
8342	10580
126	2006
917	10970
5574	5575
5574	5576
5574	5577
5574	5578
7691	11108
5283	5397
2823	6404
10014	10115
11579	11682
11579	11683
11579	11684
3923	9200
1989	7524
3242	6817
3454	10374
885	6043
885	6054
885	6062
1641	10663
9459	11218
9459	11219
4180	7736
9084	10970
314	4044
6750	11234
314	4046
314	4047
334	990
896	10338
1989	7527
8327	8538
8314	10599
301	2981
9009	9938
1828	8187
1069	10430
1069	10431
2570	10970
3857	4241
3857	4243
3857	4244
10016	10098
3857	4246
3857	4248
4761	4801
2733	10874
3857	4238
4901	8740
1994	3951
4901	8741
2145	7982
4901	8742
11832	11862
2145	7983
4901	8743
1702	6502
4119	7356
2145	7985
2145	7990
3323	9668
2145	7991
4741	11216
11741	11993
4741	11217
4783	5698
4783	5705
11741	11995
4293	9810
11741	11996
4783	5709
4783	5713
3164	10720
4741	11215
378	4489
2145	7993
8505	8808
2145	7994
2145	7995
2145	7996
2145	7997
2145	7998
2145	7999
3734	10446
2145	8001
1778	10963
2145	8002
6385	9864
378	4487
4036	9908
4974	6123
378	4488
1328	11246
2070	4121
2070	4122
2070	4124
2070	4125
2070	4126
5572	10942
8505	8807
134	1556
10104	10875
4242	11723
4242	11724
4242	11725
4242	11726
11741	11891
11741	11899
11741	11918
2689	9398
121	10404
333	10020
1556	9222
2145	7975
4242	11721
2145	7976
5128	9007
886	1601
4242	11718
9747	11415
11741	11991
11741	11959
11741	11967
11741	11978
2991	10016
5471	8050
5471	8051
5471	8052
5471	8053
6819	6826
6819	6827
7781	8055
7781	8056
7150	8203
7150	8204
7150	8205
501	6232
11741	11793
4814	4870
1143	9473
6819	6829
7981	8668
4180	5992
6819	6828
1032	1438
9782	10970
2146	7478
11741	11863
8962	8974
8962	8975
8962	8976
3835	10500
10438	10970
3633	4996
5806	6812
3633	4997
8949	9929
3633	4998
7983	9691
1999	2067
1999	2068
4438	9934
2354	11063
2354	11064
2354	11061
928	9007
2354	11062
8949	9928
1618	7524
3114	5022
3114	5023
11741	11743
2354	11065
5501	7735
5501	7737
9009	9932
4036	10153
1591	2219
1591	2220
9009	9931
1575	2209
5814	8905
5814	8906
5012	8535
5814	8907
2447	5733
5411	8558
9680	11325
1531	3209
5293	6425
1618	7527
4409	7968
6584	6725
3311	5990
8061	9944
8061	9948
8061	9949
8061	9950
10014	10444
8061	9951
2010	2177
8061	9952
6584	6723
8061	9953
6584	6724
8061	9955
5700	11215
5700	11216
5700	11217
3114	5025
3379	3386
9009	9930
6708	10477
11905	12037
8969	9014
6353	9831
6353	9832
6353	9833
2146	5402
5715	10580
256	4956
8342	10968
8342	10970
256	4962
8302	9735
535	998
5287	10970
7765	8605
1684	12030
10907	10970
7574	11303
29	1462
10385	11406
3243	11098
10385	11407
3395	6399
4242	10339
3386	8716
4242	10340
5397	10744
3395	6403
9949	11396
885	6072
7936	9950
885	6089
1515	5844
2504	10223
2570	10703
4963	5677
9828	10840
9339	9706
500	1183
4959	9343
5852	7302
2024	4007
8949	9932
1260	10968
1260	10970
3114	4326
3114	4327
1754	3577
6188	7865
1391	2299
1676	5164
6853	8528
6853	8529
6853	8530
392	4276
8949	9931
52	11198
1437	7978
438	1871
1437	7979
1437	7980
1437	7981
1437	7982
1437	7983
1437	7984
1437	7985
1437	7986
52	11196
1437	7987
1437	7990
2242	11159
1437	7991
52	11197
8266	9691
2214	9222
8949	9930
6729	8706
8683	10104
6729	8707
10839	11118
5806	6815
10839	11119
6819	6830
6819	6831
4294	4826
510	7468
2304	4067
8337	10323
8337	10324
8308	10622
885	6115
885	6116
885	6117
9310	11252
885	6118
5125	9085
8946	10117
1531	4763
1531	4764
8384	8753
1455	1456
1455	1457
1455	1460
1455	1461
1278	3364
6072	6186
6072	6187
6250	8105
2198	10014
1999	2065
8209	11107
2215	7527
1075	8075
1999	2064
6666	6667
11838	11969
1437	6806
11838	11970
11838	11971
7936	9941
7936	9942
8342	9414
6185	11118
472	4062
472	4063
837	851
837	852
2029	8384
11838	11966
6779	10018
4434	9952
6779	10019
4434	9953
4036	8717
4434	9955
1265	11426
6261	6292
8393	8525
8393	8526
4036	8705
4434	9944
4434	9948
1265	11428
4434	9949
1265	11429
4434	9950
4434	9951
2501	11477
1265	11430
11838	11961
10351	10711
11838	11962
2946	4431
1864	10016
236	7254
11838	11960
837	849
999	1005
1029	2835
837	848
7436	11762
11838	11958
4765	9476
1685	2576
2172	2572
2481	3114
3723	4113
3433	6699
146	1726
7984	8892
10775	10977
1423	10196
4388	6547
7795	9816
2240	4247
3114	4347
837	846
837	847
144	3058
4074	10820
7651	11220
3114	4348
1265	11431
2902	3644
6359	9322
1702	6427
6244	10841
7102	8204
7484	7491
6827	9243
11679	11907
7102	8205
331	4180
3401	3633
7484	7485
7484	7486
7484	7487
2240	4238
7484	7488
2240	4241
7484	7489
2240	4242
7102	8203
7484	7490
6651	11429
1976	4996
1976	4997
7770	9807
1976	4998
6651	11426
764	5700
764	5701
